text,label,conceptual_level,note
a mine,GEONOUN,locale,geonouns; case_insensitive; curated
reservation,GEONOUN,locale,geonouns; case_insensitive; curated
reservations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
reserve,GEONOUN,locale,geonouns; case_insensitive; curated
reserves,GEONOUN,locale,geonouns; case_insensitive; generated inflection
reservoir,GEONOUN,locale,geonouns; case_insensitive; curated
reservoirs,GEONOUN,locale,geonouns; case_insensitive; curated
reservoirses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
residence,GEONOUN,locale,geonouns; case_insensitive; curated
residence hall,GEONOUN,locale,geonouns; case_insensitive; curated
residence halls,GEONOUN,locale,geonouns; case_insensitive; generated inflection
residences,GEONOUN,locale,geonouns; case_insensitive; curated
residenceses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
resort,GEONOUN,locale,geonouns; case_insensitive; curated
resort hotel,GEONOUN,locale,geonouns; case_insensitive; curated
resort hotels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
resorts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rest house,GEONOUN,locale,geonouns; case_insensitive; curated
rest houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
restaurant,GEONOUN,locale,geonouns; case_insensitive; curated
restaurants,GEONOUN,locale,geonouns; case_insensitive; generated inflection
resthouse,GEONOUN,locale,geonouns; case_insensitive; curated
resthouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
retention basin,GEONOUN,locale,geonouns; case_insensitive; curated
retention basins,GEONOUN,locale,geonouns; case_insensitive; generated inflection
retreat,GEONOUN,locale,geonouns; case_insensitive; curated
retreats,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rice paddies,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rice paddy,GEONOUN,locale,geonouns; case_insensitive; curated
ridge,GEONOUN,locale,geonouns; case_insensitive; curated
ridgeline,GEONOUN,locale,geonouns; case_insensitive; curated
ridgelines,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ridges,GEONOUN,locale,geonouns; case_insensitive; curated
ridgeses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rift valley,GEONOUN,locale,geonouns; case_insensitive; curated
rift valleys,GEONOUN,locale,geonouns; case_insensitive; generated inflection
right field,GEONOUN,locale,geonouns; case_insensitive; curated
right fields,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rightfield,GEONOUN,locale,geonouns; case_insensitive; curated
rightfields,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rill,GEONOUN,locale,geonouns; case_insensitive; curated
rills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rink,GEONOUN,locale,geonouns; case_insensitive; curated
rinks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
riparian forest,GEONOUN,locale,geonouns; case_insensitive; curated
riparian forests,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ripple mark,GEONOUN,locale,geonouns; case_insensitive; curated
ripple marks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rise,GEONOUN,locale,geonouns; case_insensitive; curated
rises,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ritz,GEONOUN,locale,geonouns; case_insensitive; curated
ritzes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
river,GEONOUN,locale,geonouns; case_insensitive; curated
river basin,GEONOUN,locale,geonouns; case_insensitive; curated
river basins,GEONOUN,locale,geonouns; case_insensitive; generated inflection
river bottom,GEONOUN,locale,geonouns; case_insensitive; curated
river bottoms,GEONOUN,locale,geonouns; case_insensitive; generated inflection
riverbank,GEONOUN,locale,geonouns; case_insensitive; curated
riverbanks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
riverbed,GEONOUN,locale,geonouns; case_insensitive; curated
riverbeds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rivers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
riversides,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rivulet,GEONOUN,locale,geonouns; case_insensitive; curated
rivulets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
road,GEONOUN,locale,geonouns; case_insensitive; curated
road bend,GEONOUN,locale,geonouns; case_insensitive; curated
road bends,GEONOUN,locale,geonouns; case_insensitive; generated inflection
road cut,GEONOUN,locale,geonouns; case_insensitive; curated
road cuts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
road junction,GEONOUN,locale,geonouns; case_insensitive; curated
road junctions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
road tunnel,GEONOUN,locale,geonouns; case_insensitive; curated
road tunnels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roadhouse,GEONOUN,locale,geonouns; case_insensitive; curated
roadhouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roads,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roadstead,GEONOUN,locale,geonouns; case_insensitive; curated
roadsteads,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rock,GEONOUN,locale,geonouns; case_insensitive; curated
rock desert,GEONOUN,locale,geonouns; case_insensitive; curated
rock deserts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rock garden,GEONOUN,locale,geonouns; case_insensitive; curated
rock gardens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rockeries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rockery,GEONOUN,locale,geonouns; case_insensitive; curated
rockfall,GEONOUN,locale,geonouns; case_insensitive; curated
rockfalls,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rocks,GEONOUN,locale,geonouns; case_insensitive; curated
rockses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roman basilica,GEONOUN,locale,geonouns; case_insensitive; curated
roman basilicas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roman building,GEONOUN,locale,geonouns; case_insensitive; curated
roman buildings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roof,GEONOUN,locale,geonouns; case_insensitive; curated
roof garden,GEONOUN,locale,geonouns; case_insensitive; curated
roof gardens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roofer,GEONOUN,locale,geonouns; case_insensitive; curated
roofers,GEONOUN,locale,geonouns; case_insensitive; curated
rooferses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roofing,GEONOUN,locale,geonouns; case_insensitive; curated
roofings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roofs,GEONOUN,locale,geonouns; case_insensitive; curated
roofses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rooftop,GEONOUN,locale,geonouns; case_insensitive; curated
rooftops,GEONOUN,locale,geonouns; case_insensitive; curated
rooftopses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rookeries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rookery,GEONOUN,locale,geonouns; case_insensitive; curated
room,GEONOUN,locale,geonouns; case_insensitive; curated
rooming house,GEONOUN,locale,geonouns; case_insensitive; curated
rooming houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rooms,GEONOUN,locale,geonouns; case_insensitive; curated
roomses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rose bed,GEONOUN,locale,geonouns; case_insensitive; curated
rose beds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rose garden,GEONOUN,locale,geonouns; case_insensitive; curated
rose gardens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rostrum,GEONOUN,locale,geonouns; case_insensitive; curated
rostrums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rotaries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rotary,GEONOUN,locale,geonouns; case_insensitive; curated
rotisserie,GEONOUN,locale,geonouns; case_insensitive; curated
rotisseries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rotunda,GEONOUN,locale,geonouns; case_insensitive; curated
rotundas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rough,GEONOUN,locale,geonouns; case_insensitive; curated
roughs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
roundabout,GEONOUN,locale,geonouns; case_insensitive; curated
roundabouts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
route of transportation,GEONOUN,locale,geonouns; case_insensitive; curated
route of transportations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
row house,GEONOUN,locale,geonouns; case_insensitive; curated
row houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rubber plantation,GEONOUN,locale,geonouns; case_insensitive; curated
rubber plantations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rubbish dump,GEONOUN,locale,geonouns; case_insensitive; curated
rubbish dumps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rubbish heap,GEONOUN,locale,geonouns; case_insensitive; curated
rubbish heaps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ruin,GEONOUN,locale,geonouns; case_insensitive; curated
ruined bridge,GEONOUN,locale,geonouns; case_insensitive; curated
ruined bridges,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ruined dam,GEONOUN,locale,geonouns; case_insensitive; curated
ruined dams,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ruins,GEONOUN,locale,geonouns; case_insensitive; curated
ruinses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
runnel,GEONOUN,locale,geonouns; case_insensitive; curated
runnels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
rural area,GEONOUN,locale,geonouns; case_insensitive; curated
rural areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sabkha,GEONOUN,locale,geonouns; case_insensitive; curated
sabkhas,GEONOUN,locale,geonouns; case_insensitive; curated
sabkhases,GEONOUN,locale,geonouns; case_insensitive; generated inflection
saddle,GEONOUN,locale,geonouns; case_insensitive; curated
saddles,GEONOUN,locale,geonouns; case_insensitive; generated inflection
safari park,GEONOUN,locale,geonouns; case_insensitive; curated
safari parks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
safe house,GEONOUN,locale,geonouns; case_insensitive; curated
safe houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
safety island,GEONOUN,locale,geonouns; case_insensitive; curated
safety islands,GEONOUN,locale,geonouns; case_insensitive; generated inflection
safety isle,GEONOUN,locale,geonouns; case_insensitive; curated
safety isles,GEONOUN,locale,geonouns; case_insensitive; generated inflection
safety zone,GEONOUN,locale,geonouns; case_insensitive; curated
safety zones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salon,GEONOUN,locale,geonouns; case_insensitive; curated
salons,GEONOUN,locale,geonouns; case_insensitive; curated
salonses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
saloon,GEONOUN,locale,geonouns; case_insensitive; curated
saloons,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt area,GEONOUN,locale,geonouns; case_insensitive; curated
salt areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt evaporation ponds,GEONOUN,locale,geonouns; case_insensitive; curated
salt evaporation pondses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt flat,GEONOUN,locale,geonouns; case_insensitive; curated
salt flats,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt lake,GEONOUN,locale,geonouns; case_insensitive; curated
salt lakes,GEONOUN,locale,geonouns; case_insensitive; curated
salt lakeses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt marsh,GEONOUN,locale,geonouns; case_insensitive; curated
salt marshes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt mine,GEONOUN,locale,geonouns; case_insensitive; curated
salt mines,GEONOUN,locale,geonouns; case_insensitive; curated
salt mineses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt plain,GEONOUN,locale,geonouns; case_insensitive; curated
salt plains,GEONOUN,locale,geonouns; case_insensitive; generated inflection
salt pond,GEONOUN,locale,geonouns; case_insensitive; curated
salt ponds,GEONOUN,locale,geonouns; case_insensitive; curated
salt pondses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
saltbox,GEONOUN,locale,geonouns; case_insensitive; curated
saltboxes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
saltpan,GEONOUN,locale,geonouns; case_insensitive; curated
saltpans,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanatarium,GEONOUN,locale,geonouns; case_insensitive; curated
sanatariums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanatorium,GEONOUN,locale,geonouns; case_insensitive; curated
sanatoriums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanctuaries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanctuary,GEONOUN,locale,geonouns; case_insensitive; curated
sanctum,GEONOUN,locale,geonouns; case_insensitive; curated
sanctum sanctorum,GEONOUN,locale,geonouns; case_insensitive; curated
sanctum sanctorums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanctums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sand area,GEONOUN,locale,geonouns; case_insensitive; curated
sand areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sand bar,GEONOUN,locale,geonouns; case_insensitive; curated
sand bars,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sand dune,GEONOUN,locale,geonouns; case_insensitive; curated
sand dunes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sandbank,GEONOUN,locale,geonouns; case_insensitive; curated
sandbanks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sandbar,GEONOUN,locale,geonouns; case_insensitive; curated
sandbars,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sandlot,GEONOUN,locale,geonouns; case_insensitive; curated
sandlots,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sandpit,GEONOUN,locale,geonouns; case_insensitive; curated
sandpits,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sands,GEONOUN,locale,geonouns; case_insensitive; curated
sandses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sandy desert,GEONOUN,locale,geonouns; case_insensitive; curated
sandy deserts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanitarium,GEONOUN,locale,geonouns; case_insensitive; curated
sanitariums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sanitary landfill,GEONOUN,locale,geonouns; case_insensitive; curated
sanitary landfills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
satellite station,GEONOUN,locale,geonouns; case_insensitive; curated
satellite stations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sauna,GEONOUN,locale,geonouns; case_insensitive; curated
saunas,GEONOUN,locale,geonouns; case_insensitive; curated
saunases,GEONOUN,locale,geonouns; case_insensitive; generated inflection
savanna,GEONOUN,locale,geonouns; case_insensitive; curated
savannah,GEONOUN,locale,geonouns; case_insensitive; curated
savannahs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
savannas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sawmill,GEONOUN,locale,geonouns; case_insensitive; curated
sawmills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sawpit,GEONOUN,locale,geonouns; case_insensitive; curated
sawpits,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scaffold,GEONOUN,locale,geonouns; case_insensitive; curated
scaffolding,GEONOUN,locale,geonouns; case_insensitive; curated
scaffoldings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scaffolds,GEONOUN,locale,geonouns; case_insensitive; curated
scaffoldses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scar,GEONOUN,locale,geonouns; case_insensitive; curated
scarp,GEONOUN,locale,geonouns; case_insensitive; curated
scarps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scars,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scenario,GEONOUN,locale,geonouns; case_insensitive; curated
scenarios,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scene,GEONOUN,locale,geonouns; case_insensitive; curated
scene of action,GEONOUN,locale,geonouns; case_insensitive; curated
scene of actions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scenes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
school,GEONOUN,locale,geonouns; case_insensitive; curated
schoolhouse,GEONOUN,locale,geonouns; case_insensitive; curated
schoolhouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
schools,GEONOUN,locale,geonouns; case_insensitive; generated inflection
schoolyard,GEONOUN,locale,geonouns; case_insensitive; curated
schoolyards,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scientific research base,GEONOUN,locale,geonouns; case_insensitive; curated
scientific research bases,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scour,GEONOUN,locale,geonouns; case_insensitive; curated
scours,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scrapheap,GEONOUN,locale,geonouns; case_insensitive; curated
scrapheaps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scree,GEONOUN,locale,geonouns; case_insensitive; curated
screes,GEONOUN,locale,geonouns; case_insensitive; curated
screeses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scrubland,GEONOUN,locale,geonouns; case_insensitive; curated
scrublands,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sculleries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
scullery,GEONOUN,locale,geonouns; case_insensitive; curated
sea,GEONOUN,locale,geonouns; case_insensitive; curated
sea bottom,GEONOUN,locale,geonouns; case_insensitive; curated
sea bottoms,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sea floor,GEONOUN,locale,geonouns; case_insensitive; curated
sea floors,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sea-coast,GEONOUN,locale,geonouns; case_insensitive; curated
sea-coasts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sea-floor,GEONOUN,locale,geonouns; case_insensitive; curated
sea-floors,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seabed,GEONOUN,locale,geonouns; case_insensitive; curated
seabeds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seaboard,GEONOUN,locale,geonouns; case_insensitive; curated
seaboards,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seachannel,GEONOUN,locale,geonouns; case_insensitive; curated
seachannels,GEONOUN,locale,geonouns; case_insensitive; curated
seachannelses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seacoast,GEONOUN,locale,geonouns; case_insensitive; curated
seacoasts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seamount,GEONOUN,locale,geonouns; case_insensitive; curated
seamounts,GEONOUN,locale,geonouns; case_insensitive; curated
seamountses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seaplane landing area,GEONOUN,locale,geonouns; case_insensitive; curated
seaplane landing areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seashore,GEONOUN,locale,geonouns; case_insensitive; curated
seashores,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seaside,GEONOUN,locale,geonouns; case_insensitive; curated
seasides,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seat,GEONOUN,locale,geonouns; case_insensitive; curated
seats,GEONOUN,locale,geonouns; case_insensitive; generated inflection
second-floor,GEONOUN,locale,geonouns; case_insensitive; curated
second-floors,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of bank,GEONOUN,locale,geonouns; case_insensitive; curated
section of banks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of canal,GEONOUN,locale,geonouns; case_insensitive; curated
section of canals,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of estate,GEONOUN,locale,geonouns; case_insensitive; curated
section of estates,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of harbor,GEONOUN,locale,geonouns; case_insensitive; curated
section of harbors,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of island,GEONOUN,locale,geonouns; case_insensitive; curated
section of islands,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of lagoon,GEONOUN,locale,geonouns; case_insensitive; curated
section of lagoons,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of lake,GEONOUN,locale,geonouns; case_insensitive; curated
section of lakes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of peninsula,GEONOUN,locale,geonouns; case_insensitive; curated
section of peninsulas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of plain,GEONOUN,locale,geonouns; case_insensitive; curated
section of plains,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of plateau,GEONOUN,locale,geonouns; case_insensitive; curated
section of plateaus,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of populated place,GEONOUN,locale,geonouns; case_insensitive; curated
section of populated places,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of reef,GEONOUN,locale,geonouns; case_insensitive; curated
section of reefs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of stream,GEONOUN,locale,geonouns; case_insensitive; curated
section of streams,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of valley,GEONOUN,locale,geonouns; case_insensitive; curated
section of valleys,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of wadi,GEONOUN,locale,geonouns; case_insensitive; curated
section of wadis,GEONOUN,locale,geonouns; case_insensitive; generated inflection
section of waterfall,GEONOUN,locale,geonouns; case_insensitive; curated
section of waterfalls,GEONOUN,locale,geonouns; case_insensitive; curated
section of waterfallses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sector,GEONOUN,locale,geonouns; case_insensitive; curated
sectors,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seedbed,GEONOUN,locale,geonouns; case_insensitive; curated
seedbeds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seif dune,GEONOUN,locale,geonouns; case_insensitive; curated
seif dunes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
semidesert,GEONOUN,locale,geonouns; case_insensitive; curated
semideserts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
semidetached house,GEONOUN,locale,geonouns; case_insensitive; curated
semidetached houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
semis,GEONOUN,locale,geonouns; case_insensitive; curated
semises,GEONOUN,locale,geonouns; case_insensitive; generated inflection
semitropics,GEONOUN,locale,geonouns; case_insensitive; curated
semitropicses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sepulcher,GEONOUN,locale,geonouns; case_insensitive; curated
sepulchers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sepulchre,GEONOUN,locale,geonouns; case_insensitive; curated
sepulchres,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sepulture,GEONOUN,locale,geonouns; case_insensitive; curated
sepultures,GEONOUN,locale,geonouns; case_insensitive; generated inflection
service area,GEONOUN,locale,geonouns; case_insensitive; curated
service areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
service club,GEONOUN,locale,geonouns; case_insensitive; curated
service clubs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
setting,GEONOUN,locale,geonouns; case_insensitive; curated
settings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
settlement,GEONOUN,locale,geonouns; case_insensitive; curated
settlement house,GEONOUN,locale,geonouns; case_insensitive; curated
settlement houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
settlements,GEONOUN,locale,geonouns; case_insensitive; generated inflection
seven seas,GEONOUN,locale,geonouns; case_insensitive; curated
seven seases,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sewage treatment plant,GEONOUN,locale,geonouns; case_insensitive; curated
sewage treatment plants,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shack,GEONOUN,locale,geonouns; case_insensitive; curated
shacked,GEONOUN,locale,geonouns; case_insensitive; curated
shackeds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shacking,GEONOUN,locale,geonouns; case_insensitive; curated
shackings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shacks,GEONOUN,locale,geonouns; case_insensitive; curated
shackses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shallow,GEONOUN,locale,geonouns; case_insensitive; curated
shallows,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shambles,GEONOUN,locale,geonouns; case_insensitive; curated
shambleses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shebeen,GEONOUN,locale,geonouns; case_insensitive; curated
shebeens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shed,GEONOUN,locale,geonouns; case_insensitive; curated
sheds,GEONOUN,locale,geonouns; case_insensitive; curated
shedses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sheepfold,GEONOUN,locale,geonouns; case_insensitive; curated
sheepfolds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shelf,GEONOUN,locale,geonouns; case_insensitive; curated
shelf edge,GEONOUN,locale,geonouns; case_insensitive; curated
shelf edges,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shelf valley,GEONOUN,locale,geonouns; case_insensitive; curated
shelf valleys,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shelfs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shelter,GEONOUN,locale,geonouns; case_insensitive; curated
shelters,GEONOUN,locale,geonouns; case_insensitive; curated
shelterses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ship,GEONOUN,locale,geonouns; case_insensitive; curated
ships,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shoal,GEONOUN,locale,geonouns; case_insensitive; curated
shoals,GEONOUN,locale,geonouns; case_insensitive; curated
shoalses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shooting box,GEONOUN,locale,geonouns; case_insensitive; curated
shooting boxes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shooting galleries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shooting gallery,GEONOUN,locale,geonouns; case_insensitive; curated
shooting lodge,GEONOUN,locale,geonouns; case_insensitive; curated
shooting lodges,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shopping mall,GEONOUN,locale,geonouns; case_insensitive; curated
shopping malls,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shore,GEONOUN,locale,geonouns; case_insensitive; curated
shores,GEONOUN,locale,geonouns; case_insensitive; generated inflection
showplace,GEONOUN,locale,geonouns; case_insensitive; curated
showplaces,GEONOUN,locale,geonouns; case_insensitive; generated inflection
showroom,GEONOUN,locale,geonouns; case_insensitive; curated
showrooms,GEONOUN,locale,geonouns; case_insensitive; generated inflection
shrine,GEONOUN,locale,geonouns; case_insensitive; curated
shrines,GEONOUN,locale,geonouns; case_insensitive; generated inflection
side chapel,GEONOUN,locale,geonouns; case_insensitive; curated
side chapels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
side yard,GEONOUN,locale,geonouns; case_insensitive; curated
side yards,GEONOUN,locale,geonouns; case_insensitive; generated inflection
signal box,GEONOUN,locale,geonouns; case_insensitive; curated
signal boxes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
signal tower,GEONOUN,locale,geonouns; case_insensitive; curated
signal towers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sill,GEONOUN,locale,geonouns; case_insensitive; curated
sills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
silva,GEONOUN,locale,geonouns; case_insensitive; curated
silvas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
single dwelling,GEONOUN,locale,geonouns; case_insensitive; curated
single dwellings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sink,GEONOUN,locale,geonouns; case_insensitive; curated
sinkhole,GEONOUN,locale,geonouns; case_insensitive; curated
sinkholes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sinks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sisal plantation,GEONOUN,locale,geonouns; case_insensitive; curated
sisal plantations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
site,GEONOUN,locale,geonouns; case_insensitive; curated
sites,GEONOUN,locale,geonouns; case_insensitive; generated inflection
skating rink,GEONOUN,locale,geonouns; case_insensitive; curated
skating rinks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
